-4.500000e+00 -1.000000e+00 -6.001960e-02
-4.460000e+00 -1.000000e+00 -6.451331e-02
-4.420000e+00 -1.000000e+00 -7.044542e-02
-4.380000e+00 -1.000000e+00 -7.820758e-02
-4.340000e+00 -1.000000e+00 -8.840303e-02
-4.300000e+00 -1.000000e+00 -1.019808e-01
-4.260000e+00 -1.000000e+00 -1.204968e-01
-4.220000e+00 -1.000000e+00 -1.466625e-01
-4.180000e+00 -1.000000e+00 -1.856263e-01
-4.140000e+00 -1.000000e+00 -2.484551e-01
-4.100000e+00 -1.000000e+00 -3.639731e-01
-4.060000e+00 -1.000000e+00 -6.379611e-01
-4.020000e+00 -1.000000e+00 -2.022755e+00
-3.980000e+00 -1.000000e+00 2.148361e+00
-3.940000e+00 -1.000000e+00 7.643363e-01
-3.900000e+00 -1.000000e+00 4.919058e-01
-3.860000e+00 -1.000000e+00 3.787704e-01
-3.820000e+00 -9.999999e-01 3.192080e-01
-3.780000e+00 -9.999999e-01 2.844771e-01
-3.740000e+00 -9.999999e-01 2.636226e-01
-3.700000e+00 -9.999998e-01 2.516440e-01
-3.660000e+00 -9.999998e-01 2.460232e-01
-3.620000e+00 -9.999997e-01 2.454570e-01
-3.580000e+00 -9.999996e-01 2.493280e-01
-3.540000e+00 -9.999994e-01 2.574723e-01
-3.500000e+00 -9.999993e-01 2.700882e-01
-3.460000e+00 -9.999990e-01 2.877294e-01
-3.420000e+00 -9.999987e-01 3.113688e-01
-3.380000e+00 -9.999982e-01 3.425492e-01
-3.340000e+00 -9.999977e-01 3.836691e-01
-3.300000e+00 -9.999969e-01 4.385174e-01
-3.260000e+00 -9.999960e-01 5.133166e-01
-3.220000e+00 -9.999947e-01 6.189159e-01
-3.180000e+00 -9.999931e-01 7.759180e-01
-3.140000e+00 -9.999910e-01 1.028604e+00
-3.100000e+00 -9.999883e-01 1.492290e+00
-3.060000e+00 -9.999849e-01 2.590122e+00
-3.020000e+00 -9.999805e-01 8.131477e+00
-2.980000e+00 -9.999749e-01 -8.550477e+00
-2.940000e+00 -9.999678e-01 -3.011485e+00
-2.900000e+00 -9.999589e-01 -1.918433e+00
-2.860000e+00 -9.999476e-01 -1.462054e+00
-2.820000e+00 -9.999334e-01 -1.219375e+00
-2.780000e+00 -9.999156e-01 -1.075323e+00
-2.740000e+00 -9.998933e-01 -9.859486e-01
-2.700000e+00 -9.998656e-01 -9.310828e-01
-2.660000e+00 -9.998313e-01 -9.004450e-01
-2.620000e+00 -9.997887e-01 -8.885544e-01
-2.580000e+00 -9.997363e-01 -8.925941e-01
-2.540000e+00 -9.996719e-01 -9.114518e-01
-2.500000e+00 -9.995930e-01 -9.453087e-01
-2.460000e+00 -9.994966e-01 -9.955436e-01
-2.420000e+00 -9.993792e-01 -1.064881e+00
-2.380000e+00 -9.992368e-01 -1.157816e+00
-2.340000e+00 -9.990645e-01 -1.281455e+00
-2.300000e+00 -9.988567e-01 -1.447107e+00
-2.260000e+00 -9.986070e-01 -1.673412e+00
-2.220000e+00 -9.983078e-01 -1.992909e+00
-2.180000e+00 -9.979505e-01 -2.467419e+00
-2.140000e+00 -9.975252e-01 -3.229817e+00
-2.100000e+00 -9.970204e-01 -4.626098e+00
-2.060000e+00 -9.964233e-01 -7.925773e+00
-2.020000e+00 -9.957193e-01 -2.455706e+01
-1.980000e+00 -9.948919e-01 2.548042e+01
-1.940000e+00 -9.939225e-01 8.853766e+00
-1.900000e+00 -9.927903e-01 5.563455e+00
-1.860000e+00 -9.914724e-01 4.181474e+00
-1.820000e+00 -9.899431e-01 3.438637e+00
-1.780000e+00 -9.881742e-01 2.989399e+00
-1.740000e+00 -9.861346e-01 2.701499e+00
-1.700000e+00 -9.837905e-01 2.513924e+00
-1.660000e+00 -9.811050e-01 2.395184e+00
-1.620000e+00 -9.780381e-01 2.328012e+00
-1.580000e+00 -9.745471e-01 2.302893e+00
-1.540000e+00 -9.705858e-01 2.315088e+00
-1.500000e+00 -9.661053e-01 2.363272e+00
-1.460000e+00 -9.610536e-01 2.449037e+00
-1.420000e+00 -9.553763e-01 2.577013e+00
-1.380000e+00 -9.490162e-01 2.755603e+00
-1.340000e+00 -9.419138e-01 2.998604e+00
-1.300000e+00 -9.340081e-01 3.328347e+00
-1.260000e+00 -9.252360e-01 3.781911e+00
-1.220000e+00 -9.155340e-01 4.424258e+00
-1.180000e+00 -9.048375e-01 5.378974e+00
-1.140000e+00 -8.930823e-01 6.911807e+00
-1.100000e+00 -8.802050e-01 9.714806e+00
-1.060000e+00 -8.661435e-01 1.632709e+01
-1.020000e+00 -8.508379e-01 4.960526e+01
-9.800000e-01 -8.342314e-01 -5.045123e+01
-9.400000e-01 -8.162709e-01 -1.717631e+01
-9.000000e-01 -7.969081e-01 -1.057056e+01
-8.600000e-01 -7.761001e-01 -7.777542e+00
-8.200000e-01 -7.538106e-01 -6.258319e+00
-7.800000e-01 -7.300103e-01 -5.321130e+00
-7.400000e-01 -7.046780e-01 -4.700609e+00
-7.000000e-01 -6.778012e-01 -4.273670e+00
-6.600000e-01 -6.493767e-01 -3.976005e+00
-6.200000e-01 -6.194115e-01 -3.771380e+00
-5.800000e-01 -5.879230e-01 -3.638571e+00
-5.400000e-01 -5.549394e-01 -3.565235e+00
-5.000000e-01 -5.205000e-01 -3.544908e+00
-4.600000e-01 -4.846555e-01 -3.575594e+00
-4.200000e-01 -4.474677e-01 -3.659358e+00
-3.800000e-01 -4.090095e-01 -3.802732e+00
-3.400000e-01 -3.693645e-01 -4.018130e+00
-3.000000e-01 -3.286267e-01 -4.326851e+00
-2.600000e-01 -2.868996e-01 -4.765208e+00
-2.200000e-01 -2.442958e-01 -5.397595e+00
-1.800000e-01 -2.009357e-01 -6.347189e+00
-1.400000e-01 -1.569470e-01 -7.879460e+00
-1.000000e-01 -1.124630e-01 -1.068629e+01
-6.000000e-02 -6.762172e-02 -1.730672e+01
-2.000000e-02 -2.256468e-02 -5.059737e+01
2.000000e-02 2.256468e-02 4.944221e+01
6.000000e-02 6.762172e-02 1.614573e+01
1.000000e-01 1.124630e-01 9.513508e+00
1.400000e-01 1.569470e-01 6.688686e+00
1.800000e-01 2.009357e-01 5.131821e+00
2.200000e-01 2.442958e-01 4.150482e+00
2.600000e-01 2.868996e-01 3.478450e+00
3.000000e-01 3.286267e-01 2.991569e+00
3.400000e-01 3.693645e-01 2.624163e+00
3.800000e-01 4.090095e-01 2.338256e+00
4.200000e-01 4.474677e-01 2.110371e+00
4.600000e-01 4.846555e-01 1.925227e+00
5.000000e-01 5.205000e-01 1.772454e+00
5.400000e-01 5.549394e-01 1.644773e+00
5.800000e-01 5.879230e-01 1.536930e+00
6.200000e-01 6.194115e-01 1.445038e+00
6.600000e-01 6.493767e-01 1.366164e+00
7.000000e-01 6.778012e-01 1.298055e+00
7.400000e-01 7.046780e-01 1.238954e+00
7.800000e-01 7.300103e-01 1.187471e+00
8.200000e-01 7.538106e-01 1.142494e+00
8.600000e-01 7.761001e-01 1.103124e+00
9.000000e-01 7.969081e-01 1.068629e+00
